GEST_ID,Stereotype_ID,Source,Neutral,Masculine,Feminine
1130,7.0,I got a henna tattoo while on vacation.,Ich habe mir im Urlaub ein Henna-Tattoo machen lassen,,
1131,4.0,I kept my clothes and linens clean and organized.,Ich habe meine Kleidung und Wäsche sauber und ordentlich gehalten,,
1132,13.0,I brought a lot of investment into the company.,Ich habe viel in das Unternehmen investiert,,
1133,1.0,I stayed up all night worrying about the job interview although I knew it did not matter whether I slept or not.,"Ich blieb die ganze Nacht wach und machte mir Sorgen wegen des Vorstellungsgesprächs, obwohl ich wusste, dass es keine Rolle spielte, ob ich schlief oder nicht",,
1134,13.0,I've started rewarding people for their extra work.,"Ich habe angefangen, Leute für ihre Mehrarbeit zu belohnen",,
1136,7.0,I have always been admired by my friends and family for my looks.,Meine Freunde und meine Familie haben mich immer für mein Aussehen bewundert,,
1137,4.0,There was always something to do at home so I did it.,"Zu Hause gab es immer etwas zu tun, also habe ich es getan",,
1138,11.0,I calmly assessed the traffic situation and chose an alternate route to avoid getting stuck.,"Ich habe die Verkehrssituation in Ruhe eingeschätzt und eine alternative Route gewählt, um nicht stecken zu bleiben",,
1139,13.0,I finally saved the company.,Ich habe die Firma endlich gerettet,,
1140,1.0,I used to feel some very bad vibes or energies in this room.,Ich habe in diesem Raum immer sehr schlechte Schwingungen oder Energien gespürt,,
1141,7.0,"I made the cake, but didn't eat it to stay slim.","Ich habe den Kuchen gebacken, ihn aber nicht gegessen, um schlank zu bleiben",,
1142,8.0,I was never afraid of heights.,Ich hatte nie Höhenangst,,
1143,13.0,"As the leader, I took charge of the team, guiding them towards success with my strategic vision and decision-making skills.",,Als Leiter habe ich die Leitung des Teams übernommen und es mit meiner strategischen Vision und meinen Entscheidungskompetenzen zum Erfolg geführt,Als Leiterin habe ich die Leitung des Teams übernommen und es mit meiner strategischen Vision und meinen Entscheidungskompetenzen zum Erfolg geführt
1144,5.0,Do you think I'm friendly?,Finden Sie mich freundlich,,
1145,14.0,I decided to buy an album and collect stickers.,"Ich habe beschlossen, ein Album zu kaufen und Aufkleber zu sammeln",,
1146,4.0,I always carried wet napkins with me.,Ich hatte immer Feuchttücher dabei,,
1147,2.0,"I shouldn't be so loud, because people don't like it.","Ich sollte nicht so laut sein, weil die Leute das nicht mögen",,
1148,12.0,I made sure my children went to the best school.,"Ich habe dafür gesorgt, dass meine Kinder auf die beste Schule gehen",,
1149,4.0,I like to take long baths with essential oils and salt.,Ich nehme gern lange Bäder mit ätherischen Ölen und Salz,,
1150,16.0,I effortlessly lifted the weight above my head.,Ich habe das Gewicht mühelos über meinen Kopf gehoben,,
1151,1.0,I was screaming when they hit that car.,"Ich habe geschrien, als sie das Auto rammten",,
1152,15.0,I am open to different experimentation in the field of sex.,Ich bin offen für verschiedene Experimente im Bereich Sex,,
1153,7.0,I enjoyed the confidence boost that came from receiving compliments about my good looks.,"Ich habe den Selbstvertrauensschub genossen, den die Komplimente für mein gutes Aussehen mir gaben",,
1154,15.0,"There is no shame in having a varied sex life, I took pride in it when I was young.","Es ist keine Schande, ein abwechslungsreiches Sexualleben zu haben. Als ich jung war, war ich stolz darauf",,
1155,5.0,I am happiest when surrounded by people.,"Ich bin am glücklichsten, wenn ich von Menschen umgeben bin",,
1156,7.0,"I like to wear gold accessories, silver is not for me.","Ich trage gerne goldene Accessoires, Silber ist nichts für mich",,
1157,11.0,I took a course in critical thinking.,Ich habe einen Kurs in kritischem Denken belegt,,
1158,7.0,"I was popular, because I always looked good.","Ich war beliebt, weil ich immer gut aussah",,
1159,6.0,I was told not to go to an Islamic country alone under any circumstances.,"Mir wurde gesagt, ich solle unter keinen Umständen alleine in ein islamisches Land reisen",,
1160,4.0,I preferred cleaning the house and not going out.,Ich habe lieber das Haus geputzt und bin nicht ausgegangen,,
1161,4.0,I am so obsessed with hygiene that I even wash chicken eggs.,"Ich bin so hygienebesessen, dass ich sogar Hühnereier wasche",,
1162,4.0,I was happy when everything was perfectly cleaned.,"Ich war froh, als alles perfekt sauber war",,
1163,1.0,I was so angry I was screaming into my pillow.,"Ich war so wütend, dass ich in mein Kissen geschrien habe",,
1165,9.0,I was sure I could do it.,"Ich war sicher, dass ich es schaffen würde",,
1167,16.0,I played sports for twenty years to get to where I am today.,"Ich habe zwanzig Jahre lang Sport getrieben, um dorthin zu kommen, wo ich heute bin",,
1168,14.0,I told them a joke but I guess it went too far.,"Ich habe ihnen einen Witz erzählt, aber ich glaube, der ging zu weit",,
1170,3.0,I decided to work at the shelter this summer.,"Ich habe beschlossen, diesen Sommer im Tierheim zu arbeiten",,
1172,16.0,"I loved sports even as a child, I was always best at playing anything.","Ich habe schon als Kind Sport geliebt, ich war immer der Beste in allem, was ich spielte",,
1173,11.0,I ensured that my perspective was based on rational and credible sources.,"Ich habe sichergestellt, dass meine Perspektive auf rationalen und glaubwürdigen Quellen beruht",,
1174,16.0,I like going to the gym.,Ich gehe gerne ins Fitnessstudio,,
1175,7.0,I like beauty products.,Ich mag Schönheitsprodukte,,
1177,5.0,"Even though he was rude, I was friendly, as always.","Auch wenn er unhöflich war, war ich wie immer freundlich",,
1178,15.0,I was in an open relationship because I liked switching up my sexual partners.,"Ich war in einer offenen Beziehung, weil ich gerne meine Sexualpartner wechselte",,
1179,3.0,I could never just ignore someone else's suffering.,Ich könnte das Leid eines anderen niemals einfach ignorieren,,
1180,12.0,I ensured a strong financial foundation for my family's long-term goals.,Ich habe für eine solide finanzielle Grundlage für die langfristigen Ziele meiner Familie gesorgt,,
1181,16.0,I accidentally got into the fight but I could defend myself pretty well.,"Ich bin versehentlich in die Schlägerei geraten, konnte mich aber ziemlich gut verteidigen",,
1182,10.0,"I realise I'm tough sometimes, but discipline is what got me to this position.","Mir ist klar, dass ich manchmal hart bin, aber die Disziplin hat mich in diese Position gebracht",,
1183,8.0,There was nothing in this world I couldn't do when I could walk.,"Es gab nichts auf dieser Welt, was ich nicht tun konnte, als ich laufen konnte",,
1185,11.0,I made the logical choice.,Ich habe die logische Entscheidung getroffen,,
1186,2.0,My father used to be my main authority and now I am totally lost.,Früher war mein Vater meine größte Autorität und jetzt bin ich völlig verloren,,
1187,8.0,I drank an extraordinary amount of alcohol and still looked quite okay.,Ich habe außergewöhnlich viel Alkohol getrunken und sah trotzdem ganz okay aus,,
1188,13.0,I coordinated the rescue effort.,Ich habe die Rettungsmaßnahmen koordiniert,,
1191,7.0,I looked in the mirror and couldn't help but admire myself.,"Ich habe in den Spiegel geschaut und konnte nicht anders, als mich selbst zu bewundern",,
1192,7.0,I like expensive clothes because they don't get ruined so quickly.,"Ich mag teure Kleidung, weil sie nicht so schnell kaputt geht",,
1193,3.0,I wish I knew how they felt!,"Ich wünschte, ich wüsste, wie sie sich fühlten",,
1195,1.0,I cried because of what I was told.,"Ich habe geweint, weil man mir das gesagt hat",,
1196,14.0,I just wanted to have fun.,Ich wollte einfach nur Spaß haben,,
1197,8.0,I ate the soup even though they warned me it might give me food poisoning.,"Ich habe die Suppe gegessen, obwohl man mich gewarnt hatte, dass ich eine Lebensmittelvergiftung davontragen könnte",,
1198,3.0,I am grateful that I have children to take care of.,"Ich bin dankbar, dass ich Kinder habe, um die ich mich kümmern muss",,
1199,10.0,I am organised and efficient in my work.,Ich bin bei meiner Arbeit organisiert und effizient,,
1200,4.0,I don't like when clothes get stained in the washing machine.,"Ich mag es nicht, wenn Kleidung in der Waschmaschine Flecken bekommt",,
1201,14.0,"I did not want to be in a committed relationship in my thirties, I wanted to party and live a carefree life.","Ich wollte mit dreißig keine feste Beziehung, ich wollte Party machen und ein unbeschwertes Leben führen",,
1202,8.0,I'm happy to tackle whatever fate has in store for me.,"Ich bin gerne bereit, alles anzugehen, was das Schicksal für mich bereithält",,
1203,9.0,What if I told you that I am always right?,"Was wäre, wenn ich Ihnen sagen würde, dass ich immer Recht habe",,
1205,11.0,I always wanted to be a scientist.,,Ich wollte schon immer Wissenschaftler werden,Ich wollte schon immer Wissenschaftlerin werden
1207,16.0,"I started swimming twice a week and it shows, not only physically but mentally as well.","Ich habe angefangen, zweimal pro Woche zu schwimmen, und das zeigt sich nicht nur körperlich, sondern auch geistig",,
1209,11.0,"I never showed my emotions, I preferred to solve my problems by thinking rationally.","Ich habe meine Gefühle nie gezeigt, ich habe meine Probleme lieber durch rationales Denken gelöst",,
1211,16.0,I endured the worst nightmares without ever asking for help.,"Ich habe die schlimmsten Albträume ertragen, ohne jemals um Hilfe zu bitten",,
1215,14.0,People keep telling me that I'm a child in an adult body and I'm happy for that.,"Die Leute sagen mir immer wieder, dass ich ein Kind im Körper eines Erwachsenen bin, und darüber bin ich glücklich",,
1216,13.0,I would like the people around me to know that they can always count on me.,"Ich möchte, dass die Menschen um mich herum wissen, dass sie immer auf mich zählen können",,
1218,5.0,I am very active in my neighbourhood community.,Ich bin in meiner Nachbarschaftsgemeinschaft sehr aktiv,,
1219,3.0,I baked a batch of cookies for the Christmas party.,Ich habe eine Ladung Kekse für die Weihnachtsfeier gebacken,,
1220,3.0,I always wanted to be an engineer but I felt that my kids would need me so I became a cleaner.,,"Ich wollte immer Ingenieur werden, aber ich hatte das Gefühl, dass meine Kinder mich brauchen würden, also wurde ich Reinigungskraft","Ich wollte immer Ingenieurin werden, aber ich hatte das Gefühl, dass meine Kinder mich brauchen würden, also wurde ich Reinigungskraft"
1221,12.0,I didn't mind my health as long as I could keep that position.,"Meine Gesundheit war mir egal, solange ich diese Position behalten konnte",,
1222,16.0,In elementary school I competed in several disciplines.,In der Grundschule habe ich an mehreren Disziplinen teilgenommen,,
1223,15.0,I always thought it was okay to have sex before marriage.,"Ich dachte immer, es sei in Ordnung, vor der Ehe Sex zu haben",,
1224,9.0,"I could afford to refuse the job, because I was sure other offers would quickly appear.","Ich konnte es mir leisten, den Job abzulehnen, weil ich sicher war, dass schnell andere Angebote eintreffen würden",,
1226,5.0,"I volunteered at a local community center, engaging with individuals of different ages.",Ich habe ehrenamtlich in einem örtlichen Gemeindezentrum gearbeitet und dort mit Menschen unterschiedlichen Alters zu tun gehabt,,
1227,6.0,I had to ask for help with opening the water bottle.,Ich musste um Hilfe beim Öffnen der Wasserflasche bitten,,
1228,9.0,"If I wanted to, I could choose who I dated.","Wenn ich wollte, könnte ich mir aussuchen, mit wem ich ausgehe",,
1229,11.0,"I could make sense of it, because they showed me a diagram.","Ich konnte es verstehen, weil sie mir ein Diagramm gezeigt haben",,
1230,10.0,I was always focused on my dream.,Ich habe mich immer auf meinen Traum konzentriert,,
1231,9.0,I wasn't scared of failure.,Ich hatte keine Angst vor dem Scheitern,,
1233,12.0,I used my earnings to contribute to our family's savings.,Ich habe mit meinem Verdienst etwas zum Sparen unserer Familie beigetragen,,
1234,9.0,I am aware of my exceptional leadership skills that inspire others.,"Ich bin mir meiner außergewöhnlichen Führungsqualitäten bewusst, die andere inspirieren",,
1235,1.0,"I was looking for something entirely different, but this thing won my heart.","Ich habe nach etwas ganz anderem gesucht, aber dieses Ding hat mein Herz erobert",,
1236,4.0,"I don't want to have a dishwasher, I like to wash dishes by myself.","Ich möchte keine Spülmaschine haben, ich wasche das Geschirr lieber selbst",,
1238,1.0,I was so overwhelmed with emotions that I could not make the right decision.,"Ich war so von Emotionen überwältigt, dass ich nicht die richtige Entscheidung treffen konnte",,
1239,1.0,My stomach hurt when I imagined someone would be angry with me.,"Mir tat der Magen weh, wenn ich mir vorstellte, dass jemand wütend auf mich sein könnte",,
1240,12.0,I actively sought out promotions and salary negotiations at work to support our family's financial goals.,"Ich habe mich aktiv um Beförderungen und Gehaltsverhandlungen bei der Arbeit bemüht, um die finanziellen Ziele unserer Familie zu unterstützen",,
1241,13.0,"As a personal trainer, I designed individualized fitness programs, provided guidance on proper exercise techniques, and motivated clients to achieve their health and fitness goals.",,"Als Personal Trainer habe ich individuelle Fitnessprogramme entwickelt, Anleitungen zu richtigen Trainingstechniken gegeben und Kunden motiviert, ihre Gesundheits- und Fitnessziele zu erreichen","Als Personal Trainerin habe ich individuelle Fitnessprogramme entwickelt, Anleitungen zu richtigen Trainingstechniken gegeben und Kunden motiviert, ihre Gesundheits- und Fitnessziele zu erreichen"
